,test,fname,workload,bpk,Z,ZD,N,fpr_monkey,fpr_binarysearch,fpr_scan,t_monkey,t_binarysearch,t_scan,zeroes,n_file
1022,test2,Z0.75_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,7,0.75,3,2,0.021805500000000002,0.021805500000000002,0.021805500000000002,0.059470100000000005,2.51217e-05,1.97258e-05,0.0,71.0
1023,test2,Z0.75_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,8,0.75,3,2,0.0134868,0.0134868,0.0134868,0.0561489,2.6497800000000002e-05,1.99306e-05,0.0,71.0
1024,test2,Z1.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,1,1.0,0,2,0.496429,0.496429,0.496429,0.044187699999999996,2.4043499999999998e-05,1.90509e-05,0.0,69.0
1025,test2,Z1.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,2,1.0,0,2,0.307043,0.307043,0.307043,0.0532058,2.35809e-05,1.86759e-05,0.0,69.0
1026,test2,Z1.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,3,1.0,0,2,0.189907,0.189907,0.189907,0.04906869999999999,2.3627e-05,1.87402e-05,0.0,69.0
1027,test2,Z1.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,4,1.0,0,2,0.11745799999999999,0.11745799999999999,0.11745799999999999,0.0525169,2.2906700000000002e-05,1.83732e-05,0.0,69.0
1028,test2,Z1.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,5,1.0,0,2,0.0726482,0.0726482,0.0726482,0.054874599999999996,2.43514e-05,1.9116300000000002e-05,0.0,69.0
1029,test2,Z1.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,6,1.0,0,2,0.0449332,0.0449332,0.0449332,0.057598199999999995,2.39006e-05,1.8751099999999997e-05,0.0,69.0
1030,test2,Z1.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,7,1.0,0,2,0.0277913,0.0277913,0.0277913,0.048196499999999996,2.46811e-05,1.88836e-05,0.0,69.0
1031,test2,Z1.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,8,1.0,0,2,0.017189,0.017189,0.017189,0.056542999999999996,2.37404e-05,1.87893e-05,0.0,69.0
1032,test2,Z1.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,1,1.0,3,2,0.442292,0.442292,0.442292,0.042837099999999996,2.81681e-05,2.69812e-05,26.0,70.0
1033,test2,Z1.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,2,1.0,3,2,0.272731,0.272731,0.272731,0.0461804,2.4436500000000002e-05,1.98467e-05,1.0,70.0
1034,test2,Z1.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,3,1.0,3,2,0.168685,0.168685,0.168685,0.0503211,2.47254e-05,1.9799e-05,0.0,70.0
1035,test2,Z1.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,4,1.0,3,2,0.104332,0.104332,0.104332,0.06362340000000001,2.91725e-05,2.1759899999999998e-05,0.0,70.0
1036,test2,Z1.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,5,1.0,3,2,0.0645298,0.0645298,0.0645298,0.0570351,2.38352e-05,1.91481e-05,0.0,70.0
1037,test2,Z1.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,6,1.0,3,2,0.0399119,0.0399119,0.0399119,0.056973199999999995,2.52739e-05,1.95638e-05,0.0,70.0
1038,test2,Z1.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,7,1.0,3,2,0.0246856,0.0246856,0.0246856,0.058174199999999995,2.43679e-05,1.92661e-05,0.0,70.0
1039,test2,Z1.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,8,1.0,3,2,0.015268100000000001,0.015268100000000001,0.015268100000000001,0.0567356,2.6359e-05,2.10751e-05,0.0,70.0
1040,test3,Z0.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,1,0.0,0,2,0.06513530000000001,0.06513530000000001,0.06513530000000001,0.0382819,1.50424e-05,1.40657e-05,0.0,70.0
1041,test3,Z0.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,2,0.0,0,2,0.00691828,0.00691828,0.00691828,0.03756280000000001,1.45766e-05,1.38107e-05,0.0,70.0
1042,test3,Z0.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,3,0.0,0,2,0.0007348189999999999,0.0007348189999999999,0.0007348189999999999,0.0410631,1.51085e-05,1.3833e-05,0.0,70.0
1043,test3,Z0.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,4,0.0,0,2,7.8048e-05,7.8048e-05,7.8048e-05,0.041032099999999995,1.4998499999999999e-05,1.41527e-05,0.0,70.0
1044,test3,Z0.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,5,0.0,0,2,8.289789999999999e-06,8.289789999999999e-06,8.289789999999999e-06,0.0394809,1.4647899999999999e-05,1.37757e-05,0.0,70.0
1045,test3,Z0.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,6,0.0,0,2,8.80492e-07,8.80492e-07,8.80492e-07,0.0438,1.49782e-05,1.38833e-05,0.0,70.0
1046,test3,Z0.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,7,0.0,0,2,9.352050000000001e-08,9.35206e-08,9.352050000000001e-08,0.0445356,1.57195e-05,1.45584e-05,0.0,70.0
1047,test3,Z0.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,8,0.0,0,2,9.933190000000001e-09,9.933190000000001e-09,9.933190000000001e-09,0.0438703,1.56849e-05,1.4361600000000002e-05,0.0,70.0
1048,test3,Z0.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,1,0.0,3,2,0.047037300000000004,0.047037300000000004,0.047037300000000004,0.034779500000000005,1.42452e-05,1.3681700000000001e-05,0.0,68.0
1049,test3,Z0.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,2,0.0,3,2,0.00353758,0.00353758,0.00353758,0.032279300000000004,1.4203399999999999e-05,1.4516600000000001e-05,0.0,68.0
1050,test3,Z0.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,3,0.0,3,2,0.000266054,0.000266054,0.000266054,0.0349682,1.4318599999999999e-05,1.36021e-05,0.0,68.0
1051,test3,Z0.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,4,0.0,3,2,2.0009400000000002e-05,2.0009400000000002e-05,2.0009400000000002e-05,0.034509,1.44999e-05,1.4993699999999998e-05,0.0,68.0
1052,test3,Z0.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,5,0.0,3,2,1.50487e-06,1.50487e-06,1.50487e-06,0.0390246,1.48642e-05,1.55779e-05,0.0,68.0
1053,test3,Z0.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,6,0.0,3,2,1.13178e-07,1.13178e-07,1.13178e-07,0.036545999999999995,1.38896e-05,1.31703e-05,0.0,68.0
1054,test3,Z0.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,7,0.0,3,2,8.5119e-09,8.5119e-09,8.5119e-09,0.0421712,1.73639e-05,1.61057e-05,0.0,68.0
1055,test3,Z0.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,8,0.0,3,2,6.40163e-10,6.40163e-10,6.40163e-10,0.03548080000000001,1.3719e-05,1.2977000000000001e-05,0.0,68.0
1056,test3,Z0.25_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,1,0.25,0,2,0.29399699999999995,0.29399699999999995,0.29399699999999995,0.0472287,2.96287e-05,3.0552199999999995e-05,43.0,74.0
1057,test3,Z0.25_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,2,0.25,0,2,0.181457,0.181457,0.181457,0.058812,2.55038e-05,2.0264400000000002e-05,0.0,74.0
1058,test3,Z0.25_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,3,0.25,0,2,0.112232,0.112232,0.112232,0.06016509999999999,2.5364699999999998e-05,2.05193e-05,0.0,74.0
1059,test3,Z0.25_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,4,0.25,0,2,0.06941560000000001,0.06941560000000001,0.06941560000000001,0.0670995,2.64348e-05,2.04147e-05,0.0,74.0
1060,test3,Z0.25_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,5,0.25,0,2,0.0429337,0.0429337,0.0429337,0.06887769999999999,2.54833e-05,2.02708e-05,0.0,74.0
1061,test3,Z0.25_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,6,0.25,0,2,0.026554599999999998,0.026554599999999998,0.026554599999999998,0.066803,2.54146e-05,2.0350599999999998e-05,0.0,74.0
1062,test3,Z0.25_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,7,0.25,0,2,0.016424099999999997,0.016424099999999997,0.016424099999999997,0.07287869999999999,2.69797e-05,2.02564e-05,0.0,74.0
1063,test3,Z0.25_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,8,0.25,0,2,0.0101584,0.0101584,0.0101584,0.07052339999999999,2.69597e-05,2.06004e-05,0.0,74.0
1064,test3,Z0.25_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,1,0.25,3,2,0.276406,0.276406,0.276406,0.0456631,2.76474e-05,2.96476e-05,44.0,72.0
1065,test3,Z0.25_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,2,0.25,3,2,0.16678199999999999,0.16678199999999999,0.16678199999999999,0.053358,2.64671e-05,2.1654299999999997e-05,4.0,72.0
1066,test3,Z0.25_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,3,0.25,3,2,0.103128,0.103128,0.103128,0.0551827,2.46392e-05,2.09985e-05,0.0,72.0
1067,test3,Z0.25_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,4,0.25,3,2,0.0637849,0.0637849,0.0637849,0.05897380000000001,2.5179099999999998e-05,1.99509e-05,0.0,72.0
1068,test3,Z0.25_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,5,0.25,3,2,0.039451099999999996,0.039451099999999996,0.039451099999999996,0.0566664,2.45694e-05,1.96719e-05,0.0,72.0
1069,test3,Z0.25_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,6,0.25,3,2,0.024400599999999998,0.024400599999999998,0.024400599999999998,0.0602251,2.54958e-05,1.99709e-05,0.0,72.0
1070,test3,Z0.25_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,7,0.25,3,2,0.015091899999999998,0.015091899999999998,0.015091899999999998,0.06512430000000001,2.50028e-05,2.01368e-05,0.0,72.0
1071,test3,Z0.25_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,8,0.25,3,2,0.00933437,0.00933437,0.00933437,0.058495000000000005,2.3562399999999997e-05,1.91718e-05,0.0,72.0
1072,test3,Z0.5_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,1,0.5,0,2,0.417317,0.417317,0.417317,0.045595699999999996,2.39106e-05,1.94447e-05,1.0,72.0
1073,test3,Z0.5_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,2,0.5,0,2,0.258112,0.258112,0.258112,0.0533702,2.35238e-05,2.03808e-05,0.0,72.0
1074,test3,Z0.5_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,3,0.5,0,2,0.159643,0.159643,0.159643,0.0579533,2.3140300000000003e-05,1.86451e-05,0.0,72.0
1075,test3,Z0.5_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,4,0.5,0,2,0.0987395,0.0987395,0.0987395,0.057388699999999994,2.3391900000000002e-05,1.8881500000000002e-05,0.0,72.0
1076,test3,Z0.5_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,5,0.5,0,2,0.0610707,0.0610707,0.0610707,0.0619852,2.2579899999999997e-05,1.83824e-05,0.0,72.0
1077,test3,Z0.5_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,6,0.5,0,2,0.0377724,0.0377724,0.0377724,0.0600939,2.3065700000000002e-05,1.87839e-05,0.0,72.0
1078,test3,Z0.5_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,7,0.5,0,2,0.0233623,0.0233623,0.0233623,0.059179499999999996,2.3395e-05,1.88636e-05,0.0,72.0
1079,test3,Z0.5_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,8,0.5,0,2,0.014449700000000001,0.014449700000000001,0.014449700000000001,0.058097699999999995,2.25603e-05,1.84634e-05,0.0,72.0
1080,test3,Z0.5_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,1,0.5,3,2,0.398444,0.398444,0.398444,0.0397432,2.7178000000000003e-05,2.73642e-05,30.0,68.0
1081,test3,Z0.5_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,2,0.5,3,2,0.242839,0.242839,0.242839,0.0478733,2.6465300000000002e-05,2.1087399999999997e-05,3.0,68.0
1082,test3,Z0.5_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,3,0.5,3,2,0.15018399999999998,0.15018399999999998,0.15018399999999998,0.0492742,2.4395100000000003e-05,2.02372e-05,1.0,68.0
1083,test3,Z0.5_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,4,0.5,3,2,0.09288880000000001,0.09288880000000001,0.09288880000000001,0.0500575,2.44387e-05,2.01256e-05,1.0,68.0
1084,test3,Z0.5_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,5,0.5,3,2,0.0574519,0.0574519,0.0574519,0.0604736,2.9748499999999998e-05,2.35319e-05,1.0,68.0
1085,test3,Z0.5_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,6,0.5,3,2,0.0355342,0.0355342,0.0355342,0.0522182,2.42372e-05,2.01143e-05,0.0,68.0
1086,test3,Z0.5_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,7,0.5,3,2,0.021978,0.021978,0.021978,0.0496845,2.38475e-05,1.94921e-05,0.0,68.0
1087,test3,Z0.5_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,8,0.5,3,2,0.0135935,0.0135935,0.0135935,0.0525002,2.5489499999999997e-05,1.95349e-05,0.0,68.0
1088,test3,Z0.75_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,1,0.75,0,2,0.502484,0.502484,0.502484,0.0390747,2.1975500000000003e-05,1.86321e-05,1.0,68.0
1089,test3,Z0.75_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,2,0.75,0,2,0.310788,0.310788,0.310788,0.0463529,2.15083e-05,1.82477e-05,0.0,68.0
1090,test3,Z0.75_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,3,0.75,0,2,0.192223,0.192223,0.192223,0.0457356,2.13077e-05,1.80248e-05,0.0,68.0
1091,test3,Z0.75_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,4,0.75,0,2,0.11889100000000001,0.11889100000000001,0.11889100000000001,0.04921930000000001,2.16594e-05,1.8338699999999998e-05,0.0,68.0
1092,test3,Z0.75_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,5,0.75,0,2,0.0735342,0.0735342,0.0735342,0.047145400000000004,2.1124899999999998e-05,1.78731e-05,0.0,68.0
1093,test3,Z0.75_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,6,0.75,0,2,0.04548119999999999,0.04548119999999999,0.04548119999999999,0.0453915,2.1951e-05,1.84106e-05,0.0,68.0
1094,test3,Z0.75_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,7,0.75,0,2,0.0281302,0.0281302,0.0281302,0.0454535,2.1167600000000004e-05,1.78977e-05,0.0,68.0
1095,test3,Z0.75_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,8,0.75,0,2,0.0173986,0.0173986,0.0173986,0.044267,2.09512e-05,1.78022e-05,0.0,68.0
1096,test3,Z0.75_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,1,0.75,3,2,0.382331,0.382331,0.382331,0.0385219,2.70648e-05,2.7307800000000003e-05,31.0,68.0
1097,test3,Z0.75_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,2,0.75,3,2,0.233954,0.233954,0.233954,0.0470301,2.52427e-05,2.27973e-05,2.0,68.0
1098,test3,Z0.75_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,3,0.75,3,2,0.144701,0.144701,0.144701,0.0449816,2.45717e-05,2.02574e-05,1.0,68.0
1099,test3,Z0.75_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,4,0.75,3,2,0.0894978,0.0894978,0.0894978,0.0541914,2.42208e-05,2.01577e-05,1.0,68.0
1100,test3,Z0.75_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,5,0.75,3,2,0.0553546,0.0553546,0.0553546,0.052703999999999994,2.44464e-05,2.01017e-05,0.0,68.0
1101,test3,Z0.75_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,6,0.75,3,2,0.034237000000000004,0.034237000000000004,0.034237000000000004,0.0558134,2.9082199999999997e-05,2.2853699999999998e-05,0.0,68.0
1102,test3,Z0.75_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,7,0.75,3,2,0.021175700000000002,0.021175700000000002,0.021175700000000002,0.0517807,2.41927e-05,1.95653e-05,0.0,68.0
1103,test3,Z0.75_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,8,0.75,3,2,0.013097200000000002,0.013097200000000002,0.013097200000000002,0.0518193,2.37229e-05,1.94355e-05,0.0,68.0
1104,test3,Z1.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,1,1.0,0,2,0.379193,0.379193,0.379193,0.049658600000000004,2.58184e-05,2.09395e-05,0.0,74.0
1105,test3,Z1.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,2,1.0,0,2,0.23453200000000002,0.23453200000000002,0.23453200000000002,0.058015,2.51385e-05,2.0391400000000003e-05,0.0,74.0
1106,test3,Z1.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,3,1.0,0,2,0.145059,0.145059,0.145059,0.06280419999999999,2.5169699999999997e-05,2.05561e-05,0.0,74.0
1107,test3,Z1.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,4,1.0,0,2,0.0897192,0.0897192,0.0897192,0.058084800000000006,2.5885e-05,2.29012e-05,0.0,74.0
1108,test3,Z1.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,5,1.0,0,2,0.0554915,0.0554915,0.0554915,0.0651225,2.50668e-05,2.15153e-05,0.0,74.0
1109,test3,Z1.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,6,1.0,0,2,0.0343217,0.0343217,0.0343217,0.06178139999999999,2.56114e-05,2.27897e-05,0.0,74.0
1110,test3,Z1.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,7,1.0,0,2,0.021228,0.021228,0.021228,0.0626738,2.52396e-05,2.07702e-05,0.0,74.0
1111,test3,Z1.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,8,1.0,0,2,0.0131296,0.0131296,0.0131296,0.062070600000000004,2.4743000000000003e-05,2.02803e-05,0.0,74.0
1112,test3,Z1.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,1,1.0,3,2,0.419699,0.419699,0.419699,0.041703699999999996,2.70956e-05,2.77775e-05,33.0,70.0
1113,test3,Z1.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,2,1.0,3,2,0.257431,0.257431,0.257431,0.048943900000000005,2.5667699999999998e-05,2.1251e-05,2.0,70.0
1114,test3,Z1.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,3,1.0,3,2,0.159222,0.159222,0.159222,0.0544261,2.41337e-05,1.97615e-05,0.0,70.0
1115,test3,Z1.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,4,1.0,3,2,0.098479,0.098479,0.098479,0.053712,2.4684299999999997e-05,1.99375e-05,0.0,70.0
1116,test3,Z1.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,5,1.0,3,2,0.060909500000000005,0.060909500000000005,0.060909500000000005,0.058152699999999995,2.57883e-05,2.1077800000000003e-05,0.0,70.0
1117,test3,Z1.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,6,1.0,3,2,0.037672699999999996,0.037672699999999996,0.037672699999999996,0.056251199999999994,2.56439e-05,1.9845399999999998e-05,0.0,70.0
1118,test3,Z1.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,7,1.0,3,2,0.023300599999999998,0.023300599999999998,0.023300599999999998,0.05520599999999999,2.41436e-05,1.94285e-05,0.0,70.0
1119,test3,Z1.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,8,1.0,3,2,0.0144115,0.0144115,0.0144115,0.051344600000000004,2.38567e-05,1.93763e-05,0.0,70.0
1120,test4,Z0.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,1,0.0,0,2,0.0632964,0.0632964,0.0632964,0.0347506,1.45001e-05,1.38795e-05,0.0,70.0
1121,test4,Z0.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,2,0.0,0,2,0.00675248,0.00675248,0.00675248,0.0364032,1.41909e-05,1.353e-05,0.0,70.0
1122,test4,Z0.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,3,0.0,0,2,0.000720358,0.0007203569999999999,0.000720358,0.0402404,1.401e-05,1.34652e-05,0.0,70.0
1123,test4,Z0.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,4,0.0,0,2,7.684800000000001e-05,7.684800000000001e-05,7.684800000000001e-05,0.03724790000000001,1.5003800000000002e-05,1.37181e-05,0.0,70.0
1124,test4,Z0.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,5,0.0,0,2,8.19818e-06,8.19818e-06,8.19818e-06,0.0421534,1.60199e-05,1.36116e-05,0.0,70.0
1125,test4,Z0.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,6,0.0,0,2,8.74585e-07,8.745839999999999e-07,8.74585e-07,0.039278,1.60838e-05,1.4004500000000001e-05,0.0,70.0
1126,test4,Z0.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,7,0.0,0,2,9.3301e-08,9.3301e-08,9.3301e-08,0.040417400000000006,1.42922e-05,1.34862e-05,0.0,70.0
1127,test4,Z0.0_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,8,0.0,0,2,9.95339e-09,9.95339e-09,9.95339e-09,0.036948800000000004,1.42457e-05,1.34616e-05,0.0,70.0
1128,test4,Z0.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,1,0.0,3,2,0.0498567,0.0498567,0.0498567,0.0353256,1.41316e-05,1.30617e-05,0.0,72.0
1129,test4,Z0.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,2,0.0,3,2,0.00309088,0.00309088,0.00309088,0.0377645,1.36279e-05,1.3269100000000001e-05,0.0,72.0
1130,test4,Z0.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,3,0.0,3,2,0.00019162,0.00019162,0.00019162,0.0390135,1.4661300000000001e-05,1.42023e-05,0.0,72.0
1131,test4,Z0.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,4,0.0,3,2,1.18795e-05,1.18795e-05,1.18795e-05,0.03954880000000001,1.38601e-05,1.29117e-05,0.0,72.0
1132,test4,Z0.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,5,0.0,3,2,7.364749999999999e-07,7.364749999999999e-07,7.364749999999999e-07,0.0408284,1.37175e-05,1.27685e-05,0.0,72.0
1133,test4,Z0.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,6,0.0,3,2,4.5658000000000004e-08,4.5658000000000004e-08,4.5658000000000004e-08,0.0417969,1.46847e-05,1.34182e-05,0.0,72.0
1134,test4,Z0.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,7,0.0,3,2,2.83058e-09,2.83058e-09,2.83058e-09,0.0438915,1.38557e-05,1.2919700000000001e-05,0.0,72.0
1135,test4,Z0.0_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,8,0.0,3,2,1.75483e-10,1.75483e-10,1.75483e-10,0.039628199999999995,1.33344e-05,1.24574e-05,0.0,72.0
1136,test4,Z0.25_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,1,0.25,0,2,0.20671199999999998,0.20671199999999998,0.20671199999999998,0.0429259,3.2746599999999996e-05,3.41383e-05,44.0,69.0
1137,test4,Z0.25_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,2,0.25,0,2,0.126506,0.126506,0.126506,0.0469147,2.4752399999999997e-05,1.9236800000000002e-05,0.0,69.0
1138,test4,Z0.25_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,3,0.25,0,2,0.07824450000000001,0.07824450000000001,0.07824450000000001,0.048537199999999996,2.4828e-05,1.98937e-05,0.0,69.0
1139,test4,Z0.25_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,4,0.25,0,2,0.0483945,0.0483945,0.0483945,0.0504899,2.4018699999999998e-05,2.06325e-05,0.0,69.0
1140,test4,Z0.25_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,5,0.25,0,2,0.029932099999999996,0.029932099999999996,0.029932099999999996,0.053338300000000005,2.37651e-05,1.8977e-05,0.0,69.0
1141,test4,Z0.25_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,6,0.25,0,2,0.018513099999999998,0.018513099999999998,0.018513099999999998,0.0566678,2.38223e-05,1.9208699999999998e-05,0.0,69.0
1142,test4,Z0.25_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,7,0.25,0,2,0.0114504,0.0114504,0.0114504,0.0538628,2.34558e-05,1.90126e-05,0.0,69.0
1143,test4,Z0.25_ZD0_query_stats.txt,N2M_bpk6_E128_ED_Q4M,8,0.25,0,2,0.00708211,0.00708211,0.00708211,0.058394299999999996,2.40292e-05,2.01199e-05,0.0,69.0
1144,test4,Z0.25_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,1,0.25,3,2,0.25499,0.25499,0.25499,0.04550030000000001,2.905e-05,3.19085e-05,49.0,73.0
1145,test4,Z0.25_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,2,0.25,3,2,0.151013,0.151013,0.151013,0.0559005,2.72605e-05,2.32815e-05,6.0,73.0
1146,test4,Z0.25_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,3,0.25,3,2,0.09339460000000001,0.09339460000000001,0.09339460000000001,0.0667496,2.61096e-05,2.07584e-05,0.0,73.0
1147,test4,Z0.25_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,4,0.25,3,2,0.057764800000000005,0.057764800000000005,0.057764800000000005,0.058540199999999994,2.54059e-05,2.0125e-05,0.0,73.0
1148,test4,Z0.25_ZD3_query_stats.txt,N2M_bpk6_E128_ED_Q4M,5,0.25,3,2,0.0357277,0.0357277,0.0357277,0.0689887,2.5282899999999998e-05,2.00375e-05,0.0,73.0
