,test,fname,workload,bpk,Z,ZD,N,fpr_monkey,fpr_binarysearch,fpr_scan,t_monkey,t_binarysearch,t_scan,zeroes,n_file
0,test1,Z0.0_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,1,0.0,0,1,0.033176699999999996,0.033176699999999996,0.033176699999999996,0.00824189,8.0766e-06,7.43e-06,0.0,39.0
1,test1,Z0.0_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,2,0.0,0,1,0.0014024,0.0014024,0.0014024,0.00813009,8.249299999999999e-06,7.296799999999999e-06,0.0,39.0
2,test1,Z0.0_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,3,0.0,0,1,5.92801e-05,5.92801e-05,5.92801e-05,0.00910361,8.1207e-06,7.5082e-06,0.0,39.0
3,test1,Z0.0_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,4,0.0,0,1,2.5058000000000002e-06,2.5058000000000002e-06,2.5058000000000002e-06,0.00881033,8.1191e-06,7.6654e-06,0.0,39.0
4,test1,Z0.0_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,5,0.0,0,1,1.05922e-07,1.05922e-07,1.05922e-07,0.00944321,8.1195e-06,7.3279e-06,0.0,39.0
5,test1,Z0.0_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,6,0.0,0,1,4.4773800000000005e-09,4.4773800000000005e-09,4.4773800000000005e-09,0.00798748,8.2614e-06,7.3709e-06,0.0,39.0
6,test1,Z0.0_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,7,0.0,0,1,1.89261e-10,1.89261e-10,1.89261e-10,0.00871413,8.0031e-06,7.3041999999999995e-06,0.0,39.0
7,test1,Z0.0_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,8,0.0,0,1,8.00018e-12,8.00019e-12,8.00018e-12,0.00889175,7.792699999999999e-06,7.1648e-06,0.0,39.0
8,test1,Z0.0_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,1,0.0,3,1,0.0652317,0.0652317,0.0652317,0.00714797,7.5841e-06,7.106699999999999e-06,0.0,35.0
9,test1,Z0.0_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,2,0.0,3,1,0.00684171,0.00684171,0.00684171,0.0077006,7.586799999999999e-06,6.8312e-06,0.0,35.0
10,test1,Z0.0_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,3,0.0,3,1,0.0007175819999999999,0.0007175819999999999,0.0007175819999999999,0.00827848,7.6484e-06,7.0632e-06,0.0,35.0
11,test1,Z0.0_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,4,0.0,3,1,7.526229999999999e-05,7.526229999999999e-05,7.526229999999999e-05,0.00815731,7.451900000000001e-06,6.79e-06,0.0,35.0
12,test1,Z0.0_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,5,0.0,3,1,7.893760000000001e-06,7.893760000000001e-06,7.893760000000001e-06,0.00848592,7.986599999999999e-06,7.2855e-06,0.0,35.0
13,test1,Z0.0_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,6,0.0,3,1,8.27924e-07,8.27924e-07,8.27924e-07,0.00819459,9.4991e-06,8.528e-06,0.0,35.0
14,test1,Z0.0_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,7,0.0,3,1,8.683539999999999e-08,8.683539999999999e-08,8.683539999999999e-08,0.00861728,7.3893e-06,6.7465e-06,0.0,35.0
15,test1,Z0.0_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,8,0.0,3,1,9.10758e-09,9.10759e-09,9.10758e-09,0.007981499999999999,7.4614e-06,6.8938e-06,0.0,35.0
16,test1,Z0.25_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,1,0.25,0,1,0.263196,0.263196,0.263196,0.0105145,1.27762e-05,1.23259e-05,8.0,39.0
17,test1,Z0.25_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,2,0.25,0,1,0.162774,0.162774,0.162774,0.0133767,1.17196e-05,1.03471e-05,0.0,39.0
18,test1,Z0.25_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,3,0.25,0,1,0.100676,0.100676,0.100676,0.0127549,1.27624e-05,1.02383e-05,0.0,39.0
19,test1,Z0.25_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,4,0.25,0,1,0.0622683,0.0622683,0.0622683,0.015108400000000001,1.15049e-05,1.01967e-05,0.0,39.0
20,test1,Z0.25_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,5,0.25,0,1,0.038513099999999995,0.038513099999999995,0.038513099999999995,0.014498400000000002,1.1209e-05,9.9615e-06,0.0,39.0
21,test1,Z0.25_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,6,0.25,0,1,0.0238205,0.0238205,0.0238205,0.0145775,1.14424e-05,9.9151e-06,0.0,39.0
22,test1,Z0.25_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,7,0.25,0,1,0.014733000000000001,0.014733000000000001,0.014733000000000001,0.014951400000000002,1.0871199999999999e-05,9.8083e-06,0.0,39.0
23,test1,Z0.25_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,8,0.25,0,1,0.00911243,0.00911243,0.00911243,0.015528799999999999,1.1755299999999999e-05,1.04168e-05,0.0,39.0
24,test1,Z0.25_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,1,0.25,3,1,0.25305500000000003,0.25305500000000003,0.25305500000000003,0.0100258,1.4721099999999999e-05,1.57078e-05,25.0,39.0
25,test1,Z0.25_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,2,0.25,3,1,0.153516,0.153516,0.153516,0.0133203,1.32836e-05,1.11181e-05,1.0,39.0
26,test1,Z0.25_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,3,0.25,3,1,0.09494939999999999,0.09494939999999999,0.09494939999999999,0.0138746,1.24605e-05,1.08523e-05,0.0,39.0
27,test1,Z0.25_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,4,0.25,3,1,0.0587265,0.0587265,0.0587265,0.015208600000000001,1.5491400000000002e-05,1.21148e-05,0.0,39.0
28,test1,Z0.25_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,5,0.25,3,1,0.0363225,0.0363225,0.0363225,0.017009,1.3875e-05,1.14982e-05,0.0,39.0
29,test1,Z0.25_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,6,0.25,3,1,0.0224656,0.0224656,0.0224656,0.015658000000000002,1.14758e-05,1.02084e-05,0.0,39.0
30,test1,Z0.25_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,7,0.25,3,1,0.013895,0.013895,0.013895,0.015821,1.13264e-05,9.9565e-06,0.0,39.0
31,test1,Z0.25_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,8,0.25,3,1,0.00859411,0.00859411,0.00859411,0.0156186,1.11807e-05,1.0027e-05,0.0,39.0
32,test1,Z0.5_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,1,0.5,0,1,0.24804299999999999,0.24804299999999999,0.24804299999999999,0.012156700000000001,1.16535e-05,9.914e-06,0.0,40.0
33,test1,Z0.5_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,2,0.5,0,1,0.153415,0.153415,0.153415,0.0134905,1.1942e-05,1.0268699999999999e-05,0.0,40.0
34,test1,Z0.5_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,3,0.5,0,1,0.09488780000000001,0.09488780000000001,0.09488780000000001,0.0142303,1.15825e-05,1.0085800000000001e-05,0.0,40.0
35,test1,Z0.5_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,4,0.5,0,1,0.0586884,0.0586884,0.0586884,0.014332399999999999,1.18605e-05,1.022e-05,0.0,40.0
36,test1,Z0.5_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,5,0.5,0,1,0.0362989,0.0362989,0.0362989,0.0170271,1.23794e-05,1.04626e-05,0.0,40.0
37,test1,Z0.5_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,6,0.5,0,1,0.022451,0.022451,0.022451,0.016851599999999998,1.19328e-05,1.1016400000000002e-05,0.0,40.0
38,test1,Z0.5_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,7,0.5,0,1,0.013886,0.013886,0.013886,0.016916099999999996,1.15175e-05,9.8417e-06,0.0,40.0
39,test1,Z0.5_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,8,0.5,0,1,0.00858853,0.00858853,0.00858853,0.0166842,1.29803e-05,9.9763e-06,0.0,40.0
40,test1,Z0.5_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,1,0.5,3,1,0.405606,0.405606,0.405606,0.011679299999999998,1.3718800000000002e-05,1.54906e-05,16.0,40.0
41,test1,Z0.5_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,2,0.5,3,1,0.249516,0.249516,0.249516,0.013317600000000002,1.23795e-05,1.01257e-05,0.0,40.0
42,test1,Z0.5_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,3,0.5,3,1,0.154326,0.154326,0.154326,0.0141738,1.2397e-05,1.03492e-05,0.0,40.0
43,test1,Z0.5_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,4,0.5,3,1,0.0954512,0.0954512,0.0954512,0.014715,1.24248e-05,1.02398e-05,0.0,40.0
44,test1,Z0.5_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,5,0.5,3,1,0.05903680000000001,0.05903680000000001,0.05903680000000001,0.0163713,1.19824e-05,9.9388e-06,0.0,40.0
45,test1,Z0.5_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,6,0.5,3,1,0.0365145,0.0365144,0.0365145,0.0168776,1.17562e-05,9.8514e-06,0.0,40.0
46,test1,Z0.5_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,7,0.5,3,1,0.022584299999999998,0.022584299999999998,0.022584299999999998,0.0158282,1.3116199999999998e-05,1.01419e-05,0.0,40.0
47,test1,Z0.5_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,8,0.5,3,1,0.0139684,0.0139684,0.0139684,0.016381899999999998,1.13827e-05,9.6507e-06,0.0,40.0
48,test1,Z0.75_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,1,0.75,0,1,0.451057,0.451057,0.451057,0.012631700000000001,1.34985e-05,1.0275599999999999e-05,0.0,40.0
49,test1,Z0.75_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,2,0.75,0,1,0.27898,0.27898,0.27898,0.0122183,1.1714000000000002e-05,1.00969e-05,0.0,40.0
50,test1,Z0.75_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,3,0.75,0,1,0.17255,0.17255,0.17255,0.0153608,1.2447000000000001e-05,1.15975e-05,0.0,40.0
51,test1,Z0.75_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,4,0.75,0,1,0.106723,0.106723,0.106723,0.015262999999999999,1.1847999999999999e-05,1.03619e-05,0.0,40.0
52,test1,Z0.75_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,5,0.75,0,1,0.0660082,0.0660082,0.0660082,0.014209999999999999,1.1966400000000001e-05,1.01122e-05,0.0,40.0
53,test1,Z0.75_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,6,0.75,0,1,0.0408263,0.0408263,0.0408263,0.015657,1.18283e-05,1.00202e-05,0.0,40.0
54,test1,Z0.75_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,7,0.75,0,1,0.0252512,0.0252512,0.0252512,0.0152856,1.24407e-05,1.03037e-05,0.0,40.0
55,test1,Z0.75_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,8,0.75,0,1,0.0156179,0.0156179,0.0156179,0.0156255,1.23598e-05,1.0190599999999999e-05,0.0,40.0
56,test1,Z0.75_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,1,0.75,3,1,0.413771,0.413771,0.413771,0.009984100000000001,1.33578e-05,1.40697e-05,19.0,39.0
57,test1,Z0.75_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,2,0.75,3,1,0.25516300000000003,0.25516300000000003,0.25516300000000003,0.013850999999999999,1.2188699999999999e-05,1.0375899999999998e-05,1.0,39.0
58,test1,Z0.75_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,3,0.75,3,1,0.157817,0.157817,0.157817,0.0130124,1.15407e-05,1.01355e-05,0.0,39.0
59,test1,Z0.75_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,4,0.75,3,1,0.0976105,0.0976105,0.0976105,0.013438999999999998,1.11517e-05,9.9361e-06,0.0,39.0
60,test1,Z0.75_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,5,0.75,3,1,0.060372300000000004,0.060372300000000004,0.060372300000000004,0.0144619,1.17932e-05,1.02474e-05,0.0,39.0
61,test1,Z0.75_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,6,0.75,3,1,0.0373405,0.0373405,0.0373405,0.0147201,1.14444e-05,9.7584e-06,0.0,39.0
62,test1,Z0.75_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,7,0.75,3,1,0.0230952,0.0230952,0.0230952,0.0137631,1.1654300000000001e-05,1.02621e-05,0.0,39.0
63,test1,Z0.75_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,8,0.75,3,1,0.0142844,0.0142844,0.0142844,0.013589700000000001,1.3122e-05,1.03299e-05,0.0,39.0
64,test1,Z1.0_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,1,1.0,0,1,0.47529399999999994,0.47529399999999994,0.47529399999999994,0.0114126,1.1488599999999999e-05,1.03261e-05,0.0,39.0
65,test1,Z1.0_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,2,1.0,0,1,0.293971,0.293971,0.293971,0.012597399999999998,1.16731e-05,1.01711e-05,0.0,39.0
66,test1,Z1.0_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,3,1.0,0,1,0.181822,0.181822,0.181822,0.013993100000000001,1.11176e-05,9.880199999999999e-06,0.0,39.0
67,test1,Z1.0_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,4,1.0,0,1,0.11245699999999999,0.11245699999999999,0.11245699999999999,0.014930500000000001,1.14817e-05,1.00167e-05,0.0,39.0
68,test1,Z1.0_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,5,1.0,0,1,0.0695552,0.0695552,0.0695552,0.014198400000000002,1.1356800000000001e-05,1.0112e-05,0.0,39.0
69,test1,Z1.0_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,6,1.0,0,1,0.0430201,0.0430201,0.0430201,0.015338599999999999,1.13576e-05,1.00553e-05,0.0,39.0
70,test1,Z1.0_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,7,1.0,0,1,0.026608,0.026608,0.026608,0.014618299999999999,1.14916e-05,1.00229e-05,0.0,39.0
71,test1,Z1.0_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,8,1.0,0,1,0.0164571,0.0164571,0.0164571,0.0153792,1.19089e-05,1.0357000000000001e-05,0.0,39.0
72,test1,Z1.0_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,1,1.0,3,1,0.339872,0.339872,0.339872,0.012064,1.2233299999999999e-05,1.2093800000000001e-05,7.0,39.0
73,test1,Z1.0_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,2,1.0,3,1,0.20976199999999998,0.20976199999999998,0.20976199999999998,0.012968100000000002,1.11071e-05,9.8525e-06,0.0,39.0
74,test1,Z1.0_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,3,1.0,3,1,0.12973800000000002,0.12973800000000002,0.12973800000000002,0.0135376,1.10704e-05,9.9201e-06,0.0,39.0
75,test1,Z1.0_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,4,1.0,3,1,0.0802436,0.0802436,0.0802436,0.0143238,1.14592e-05,1.00932e-05,0.0,39.0
76,test1,Z1.0_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,5,1.0,3,1,0.049630900000000006,0.049630900000000006,0.049630900000000006,0.015205799999999998,1.1879200000000001e-05,9.979400000000001e-06,0.0,39.0
77,test1,Z1.0_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,6,1.0,3,1,0.030696800000000003,0.030696800000000003,0.030696800000000003,0.014946100000000002,1.1528699999999999e-05,9.8845e-06,0.0,39.0
78,test1,Z1.0_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,7,1.0,3,1,0.0189861,0.0189861,0.0189861,0.0213939,1.80879e-05,1.4318900000000001e-05,0.0,39.0
79,test1,Z1.0_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,8,1.0,3,1,0.0117429,0.0117429,0.0117429,0.0156509,1.16737e-05,1.01545e-05,0.0,39.0
80,test10,Z0.0_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,1,0.0,0,1,0.0393462,0.0393462,0.0393462,0.010013600000000001,9.1651e-06,8.232e-06,0.0,40.0
81,test10,Z0.0_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,2,0.0,0,1,0.00217947,0.00217947,0.00217947,0.010108200000000001,8.6809e-06,7.9386e-06,0.0,40.0
82,test10,Z0.0_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,3,0.0,0,1,0.000120725,0.000120725,0.000120725,0.0105919,1.0293299999999999e-05,8.366900000000001e-06,0.0,40.0
83,test10,Z0.0_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,4,0.0,0,1,6.68721e-06,6.68721e-06,6.68721e-06,0.0110085,9.418099999999999e-06,8.1326e-06,0.0,40.0
84,test10,Z0.0_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,5,0.0,0,1,3.70418e-07,3.70418e-07,3.70418e-07,0.0110845,1.01434e-05,8.118200000000001e-06,0.0,40.0
85,test10,Z0.0_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,6,0.0,0,1,2.0518200000000003e-08,2.0518200000000003e-08,2.0518200000000003e-08,0.011208899999999999,8.773300000000001e-06,7.8056e-06,0.0,40.0
86,test10,Z0.0_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,7,0.0,0,1,1.13655e-09,1.13655e-09,1.13655e-09,0.0107896,8.8423e-06,7.9401e-06,0.0,40.0
87,test10,Z0.0_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,8,0.0,0,1,6.29556e-11,6.29557e-11,6.29556e-11,0.010377899999999999,9.1803e-06,8.3315e-06,0.0,40.0
88,test10,Z0.0_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,1,0.0,3,1,0.0421457,0.0421457,0.0421457,0.00869276,8.3155e-06,7.626900000000001e-06,0.0,36.0
89,test10,Z0.0_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,2,0.0,3,1,0.00257433,0.00257434,0.00257433,0.00862828,8.4987e-06,7.943400000000001e-06,0.0,36.0
90,test10,Z0.0_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,3,0.0,3,1,0.000157245,0.000157245,0.000157245,0.00960108,8.8365e-06,8.1314e-06,0.0,36.0
91,test10,Z0.0_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,4,0.0,3,1,9.6048e-06,9.6048e-06,9.6048e-06,0.00896984,8.1989e-06,7.5964e-06,0.0,36.0
92,test10,Z0.0_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,5,0.0,3,1,5.86678e-07,5.86678e-07,5.86678e-07,0.00888297,8.469e-06,7.7453e-06,0.0,36.0
93,test10,Z0.0_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,6,0.0,3,1,3.58353e-08,3.58353e-08,3.58353e-08,0.0106384,8.716900000000001e-06,7.938e-06,0.0,36.0
94,test10,Z0.0_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,7,0.0,3,1,2.18888e-09,2.18888e-09,2.18888e-09,0.00994841,8.7603e-06,7.8717e-06,0.0,36.0
95,test10,Z0.0_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,8,0.0,3,1,1.33701e-10,1.33701e-10,1.33701e-10,0.010677500000000001,8.5755e-06,8.0849e-06,0.0,36.0
96,test10,Z0.25_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,1,0.25,0,1,0.406738,0.406738,0.406738,0.00984286,1.27498e-05,1.37402e-05,18.0,37.0
97,test10,Z0.25_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,2,0.25,0,1,0.25150100000000003,0.25150100000000003,0.25150100000000003,0.012953999999999999,1.352e-05,1.1811400000000002e-05,0.0,37.0
98,test10,Z0.25_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,3,0.25,0,1,0.155554,0.155554,0.155554,0.0131101,1.23816e-05,1.0331600000000001e-05,0.0,37.0
99,test10,Z0.25_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,4,0.25,0,1,0.09621030000000001,0.09621030000000001,0.09621030000000001,0.0120579,1.10847e-05,9.9972e-06,0.0,37.0
100,test10,Z0.25_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,5,0.25,0,1,0.0595063,0.0595063,0.0595063,0.012242200000000002,1.0406700000000002e-05,9.4507e-06,0.0,37.0
101,test10,Z0.25_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,6,0.25,0,1,0.0368048,0.0368048,0.0368048,0.0125947,1.05225e-05,9.4141e-06,0.0,37.0
102,test10,Z0.25_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,7,0.25,0,1,0.0227638,0.0227638,0.0227638,0.0124625,1.0917e-05,9.9374e-06,0.0,37.0
103,test10,Z0.25_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,8,0.25,0,1,0.014079499999999998,0.014079499999999998,0.014079499999999998,0.0125679,1.07782e-05,9.4049e-06,0.0,37.0
104,test10,Z0.25_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,1,0.25,3,1,0.30194499999999996,0.30194499999999996,0.30194499999999996,0.00961394,1.3443199999999999e-05,1.46669e-05,21.0,37.0
105,test10,Z0.25_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,2,0.25,3,1,0.18062,0.18062,0.18062,0.0108061,1.1671099999999999e-05,1.0835899999999999e-05,3.0,37.0
106,test10,Z0.25_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,3,0.25,3,1,0.11168800000000001,0.11168800000000001,0.11168800000000001,0.0120169,1.08824e-05,9.582e-06,0.0,37.0
107,test10,Z0.25_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,4,0.25,3,1,0.0690796,0.0690796,0.0690796,0.012626100000000001,1.05455e-05,9.3935e-06,0.0,37.0
108,test10,Z0.25_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,5,0.25,3,1,0.042725900000000004,0.042725900000000004,0.042725900000000004,0.013577700000000002,1.0325e-05,9.1902e-06,0.0,37.0
109,test10,Z0.25_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,6,0.25,3,1,0.026425999999999998,0.026425999999999998,0.026425999999999998,0.012462899999999999,1.1708099999999999e-05,9.1831e-06,0.0,37.0
110,test10,Z0.25_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,7,0.25,3,1,0.0163446,0.0163446,0.0163446,0.011978200000000001,1.01158e-05,8.9991e-06,0.0,37.0
111,test10,Z0.25_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,8,0.25,3,1,0.0101092,0.0101092,0.0101092,0.0125845,1.0661500000000001e-05,9.2811e-06,0.0,37.0
112,test10,Z0.5_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,1,0.5,0,1,0.327276,0.327276,0.327276,0.011357299999999999,1.29524e-05,1.0488199999999999e-05,1.0,39.0
113,test10,Z0.5_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,2,0.5,0,1,0.202421,0.202421,0.202421,0.013375899999999998,1.0776099999999998e-05,9.7917e-06,0.0,39.0
114,test10,Z0.5_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,3,0.5,0,1,0.125198,0.125198,0.125198,0.013616,1.10739e-05,9.9475e-06,0.0,39.0
115,test10,Z0.5_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,4,0.5,0,1,0.077435,0.077435,0.077435,0.014183600000000001,1.0757799999999999e-05,9.8207e-06,0.0,39.0
116,test10,Z0.5_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,5,0.5,0,1,0.04789380000000001,0.0478937,0.04789380000000001,0.0164625,1.08448e-05,9.5854e-06,0.0,39.0
117,test10,Z0.5_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,6,0.5,0,1,0.0296224,0.0296224,0.0296224,0.0160464,1.0813499999999999e-05,9.8992e-06,0.0,39.0
118,test10,Z0.5_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,7,0.5,0,1,0.0183215,0.0183215,0.0183215,0.0153064,1.09829e-05,9.8322e-06,0.0,39.0
119,test10,Z0.5_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,8,0.5,0,1,0.0113319,0.0113319,0.0113319,0.015326099999999999,1.10061e-05,9.9279e-06,0.0,39.0
120,test10,Z0.5_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,1,0.5,3,1,0.24088800000000002,0.24088800000000002,0.24088800000000002,0.0110451,1.3120399999999999e-05,1.4696700000000001e-05,17.0,39.0
121,test10,Z0.5_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,2,0.5,3,1,0.148135,0.148135,0.148135,0.0132368,1.17827e-05,1.07807e-05,1.0,39.0
122,test10,Z0.5_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,3,0.5,3,1,0.0916218,0.0916218,0.0916218,0.012821100000000002,1.1542799999999999e-05,1.03472e-05,1.0,39.0
123,test10,Z0.5_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,4,0.5,3,1,0.0566682,0.0566682,0.0566682,0.013737000000000001,1.14175e-05,1.04407e-05,1.0,39.0
124,test10,Z0.5_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,5,0.5,3,1,0.0350494,0.0350494,0.0350494,0.0144621,1.0954e-05,9.8645e-06,0.0,39.0
125,test10,Z0.5_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,6,0.5,3,1,0.0216781,0.0216781,0.0216781,0.0136362,1.1381099999999998e-05,1.00683e-05,0.0,39.0
126,test10,Z0.5_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,7,0.5,3,1,0.013408000000000002,0.013408000000000002,0.013408000000000002,0.0141441,1.0908399999999999e-05,9.727999999999999e-06,0.0,39.0
127,test10,Z0.5_ZD3_query_stats.txt,N1M_bpk6_E128_ED_Q4M,8,0.5,3,1,0.00829287,0.00829286,0.00829287,0.014430100000000001,1.1061e-05,9.7756e-06,0.0,39.0
128,test10,Z0.75_ZD0_query_stats.txt,N1M_bpk6_E128_ED_Q4M,1,0.75,0,1,0.438064,0.438064,0.438064,0.013300999999999999,1.19242e-05,1.0680499999999999e-05,0.0,40.0
